Filename,Label,XMin,YMin,XMax,YMax,Area
tile_10000_10000.png,Lake,0.16967638,0.7103071,0.19914937,0.7310424,0.00061113026
tile_10000_10000.png,Lake,0.17147669,0.7139903,0.20014143,0.74495435,0.00088757713
tile_10000_10000.png,Lake,0.1625618,0.7770339,0.19627438,0.7972768,0.00068243936
tile_10000_10000.png,Lake,0.16097894,0.72256655,0.19074516,0.74298793,0.0006078674
tile_10000_11500.png,Lake,0.44225088,0.12231051,0.57455105,0.33427688,0.028043186
tile_10000_11500.png,Lake,0.6282476,0.47560486,0.72772616,0.6038944,0.012762058
tile_10000_11500.png,Lake,0.5234647,0.9214336,0.57322216,0.99903125,0.003861062
tile_10000_11500.png,Lake,0.28166267,0.56575984,0.32944107,0.59200853,0.0012541205
tile_10000_11500.png,Lake,0.74343985,0.21705072,0.78384376,0.2594063,0.0017113308
tile_10000_11500.png,Lake,0.626271,0.4081935,0.74711174,0.5958366,0.022674927
tile_10000_11500.png,Lake,0.70474637,0.4080607,0.74436533,0.44280192,0.0013764114
tile_10000_11500.png,Lake,0.28075826,0.55496925,0.33141354,0.58678716,0.0016117451
tile_10000_11500.png,Lake,0.7012479,0.40345523,0.74482644,0.4328092,0.0012792042
tile_10000_11500.png,Lake,0.69097114,0.08862312,0.7225473,0.10548331,0.0005323799
tile_10000_11500.png,Lake,0.7814622,0.14325051,0.824253,0.17434756,0.0013306688
tile_10000_11500.png,Lake,0.52721995,0.9335225,0.5808254,0.98942196,0.002996514
tile_10000_11500.png,Lake,0.685069,0.08622359,0.7156424,0.10722319,0.0006420286
tile_10000_11500.png,Lake,0.54371995,0.23543684,0.5664942,0.25124997,0.00036013257
tile_10000_11500.png,Lake,0.6884326,0.082119435,0.7297407,0.1023662,0.00083635555
tile_10000_11500.png,Lake,0.7213335,0.31204796,0.7471928,0.3255828,0.00035000153
tile_10000_11500.png,Lake,0.77106315,0.14984266,0.8165655,0.17884897,0.0013198553
tile_10000_11500.png,Lake,0.44051123,0.18361016,0.53191006,0.32224894,0.012671423
tile_10000_12000.png,Lake,0.10781282,0.6678096,0.16079687,0.7464172,0.0041649495
tile_10000_12000.png,Lake,0.18202704,0.72974366,0.27526847,0.7731675,0.0040488997
tile_10000_12000.png,Lake,0.13652234,0.5681528,0.19384126,0.630737,0.0035872604
tile_10000_12000.png,Lake,0.11115884,0.66360855,0.15907083,0.7199666,0.0027002261
tile_10000_12000.png,Lake,0.12968229,0.8482337,0.16126363,0.8696723,0.0006770597
tile_10000_12000.png,Lake,0.069943435,0.010326906,0.104438104,0.026968583,0.00057404913
tile_10000_12000.png,Lake,0.13759705,0.85308325,0.1645728,0.87059516,0.00047239676
tile_10000_12000.png,Lake,0.13883117,0.5628898,0.18306653,0.6020181,0.0017308547
tile_10000_3500.png,Lake,0.63038117,0.14661252,0.7233741,0.23169713,0.007912269
tile_10000_5000.png,Lake,0.015097499,0.093972325,0.23046581,0.5869775,0.10617769
tile_10000_5000.png,Lake,0.05899161,0.000851728,0.11115173,0.039260663,0.0020034148
tile_10000_5000.png,Lake,0.39233562,0.0039538997,0.47962257,0.02237895,0.0016082664
tile_10000_5000.png,Lake,0.357891,0.07753261,0.4110056,0.1002918,0.0012088452
tile_10000_5000.png,Lake,0.044120282,0.07788658,0.10963049,0.124833345,0.003075492
tile_10000_5000.png,Lake,0.009451652,0.0,0.3454675,0.9625265,0.32342416
tile_10000_5000.png,Lake,0.0065055015,0.0,0.31689152,0.58267117,0.180853
tile_10000_5000.png,Lake,0.3958374,0.0,0.4766656,0.030614793,0.0024745383
tile_10000_5000.png,Lake,0.008234478,0.028116776,0.2535641,0.44810677,0.10303599
tile_10000_5000.png,Lake,0.05404082,0.30462715,0.23424006,0.5686521,0.047577094
tile_10000_5000.png,Lake,0.0033535361,0.12458289,0.20596781,0.38849762,0.05347289
tile_10000_5000.png,Lake,0.054127265,0.08495821,0.10066606,0.13103168,0.0021442038
tile_10000_5000.png,Lake,0.0032875182,0.3612934,0.2445621,0.5551168,0.046764653
tile_10000_5000.png,Lake,0.010574347,0.11904349,0.16995314,0.3101847,0.030463852
tile_10000_5000.png,Lake,0.22922635,0.6604399,0.26486188,0.6869875,0.0009460382
tile_10000_5000.png,Lake,0.14100276,0.037086427,0.16651198,0.054691095,0.0004490814
tile_10000_5000.png,Lake,0.22647384,0.66227764,0.27238604,0.6939284,0.0014531572
tile_10000_5000.png,Lake,0.23130904,0.6684429,0.2655591,0.6997315,0.0010716374
tile_1000_2500.png,Lake,0.87590075,0.92498225,0.9213948,0.9594397,0.0015676097
tile_1000_2500.png,Lake,0.86463594,0.9292267,0.9219165,0.967597,0.0021978721
tile_1000_4000.png,Lake,0.33277315,0.42995426,0.44737235,0.55199796,0.01398611
tile_1000_4000.png,Lake,0.25808418,0.5726641,0.34118345,0.61164016,0.0032388836
tile_1000_4000.png,Lake,0.8535275,0.83945334,0.88763756,0.86858237,0.0009935931
tile_1000_4000.png,Lake,0.79534996,0.84898233,0.834043,0.8702842,0.00082423456
tile_1000_4000.png,Lake,0.7956632,0.8544936,0.82947266,0.87868184,0.0008177912
tile_1000_4000.png,Lake,0.23284999,0.39855126,0.27715087,0.42215124,0.0010455
tile_1000_4000.png,Lake,0.29931918,0.42908716,0.41894242,0.47773954,0.0058199554
tile_1000_4000.png,Lake,0.23270944,0.39188072,0.27662662,0.4141886,0.0009796988
tile_1000_4000.png,Lake,0.43612668,0.16500023,0.46066138,0.18207362,0.00041889062
tile_1000_4000.png,Lake,0.8498036,0.83631134,0.892591,0.86023253,0.0010235249
tile_1000_4000.png,Lake,0.43122154,0.17833622,0.45843634,0.19478142,0.00044755288
tile_1000_4000.png,Lake,0.23990889,0.40315744,0.2650113,0.42341194,0.0005084368
tile_1000_4500.png,Lake,0.26366636,0.65212005,0.3528304,0.73767483,0.0076284106
tile_1000_4500.png,Lake,0.33941412,0.85359204,0.37848964,0.88180304,0.0011023595
tile_1000_4500.png,Lake,0.33344427,0.94322556,0.3769867,0.97397834,0.0013390512
tile_1000_4500.png,Lake,0.3387864,0.843517,0.3749978,0.87843984,0.0012646049
tile_1000_4500.png,Lake,0.26604825,0.6566319,0.3329107,0.71714914,0.0040463307
tile_1000_4500.png,Lake,0.4890699,0.6966388,0.5095765,0.71431977,0.00036257587
tile_1000_4500.png,Lake,0.29953977,0.6622843,0.34588864,0.72163266,0.0027507287
tile_1000_4500.png,Lake,0.4844512,0.6893158,0.5179636,0.71181387,0.000753964
tile_1000_5000.png,Lake,0.574819,0.8669222,0.6386564,0.8935013,0.0016967382
tile_1000_5000.png,Lake,0.573785,0.8756626,0.640277,0.9067425,0.0020665645
tile_1000_5500.png,Lake,0.007362318,0.3374706,0.03274187,0.36677405,0.00074370875
tile_10500_10000.png,Lake,0.70176697,0.8217921,0.79143935,0.90977013,0.007889198
tile_10500_10000.png,Lake,0.74615306,0.94677347,0.8871242,0.98631924,0.005574812
tile_10500_10000.png,Lake,0.6236701,0.30927104,0.6727049,0.34209165,0.0016093513
tile_10500_10000.png,Lake,0.6271264,0.31768167,0.6662843,0.34579724,0.0011009475
tile_10500_10000.png,Lake,0.36737892,0.25994024,0.40282747,0.2913737,0.0011142708
tile_10500_10000.png,Lake,0.6179504,0.31989515,0.6599696,0.34779736,0.0011724301
tile_10500_10000.png,Lake,0.74108404,0.934262,0.8937993,0.9777757,0.0066452087
tile_10500_10000.png,Lake,0.7527345,0.9500133,0.82009965,0.9830009,0.0022222148
tile_10500_10000.png,Lake,0.75057983,0.94245446,0.8516712,0.97817224,0.0036107604
tile_10500_10000.png,Lake,0.7177772,0.8353985,0.7916164,0.86966246,0.0025300237
tile_10500_10000.png,Lake,0.372921,0.26513103,0.40704829,0.3056824,0.0013839083
tile_10500_10000.png,Lake,0.35826313,0.26140288,0.3963599,0.29988793,0.0014661555
tile_10500_10000.png,Lake,0.37026182,0.26667076,0.39721537,0.30197954,0.0009516969
tile_10500_10000.png,Lake,0.37693983,0.25845096,0.40631542,0.2830752,0.00072335196
tile_10500_10000.png,Lake,0.3612921,0.25457737,0.39769855,0.28843462,0.0012326228
tile_10500_11500.png,Lake,0.7060942,0.3890222,0.77471864,0.42374626,0.0023829187
tile_10500_11500.png,Lake,0.5867704,0.5331583,0.66216743,0.59740525,0.0048440285
tile_10500_11500.png,Lake,0.8147332,0.29343992,0.86550874,0.3618631,0.0034742232
tile_10500_11500.png,Lake,0.8491942,0.425086,0.9158599,0.45787224,0.0021857168
tile_10500_11500.png,Lake,0.72988683,0.44098434,0.7654025,0.48310804,0.0014960514
tile_10500_11500.png,Lake,0.84317046,0.4304432,0.92552537,0.471587,0.0033883941
tile_10500_11500.png,Lake,0.84409076,0.37474343,0.8702132,0.39627525,0.00056246395
tile_10500_11500.png,Lake,0.56118715,0.5424782,0.6594139,0.6022293,0.0058691544
tile_10500_11500.png,Lake,0.9448733,0.45415902,0.98695487,0.47871003,0.0010331454
tile_10500_11500.png,Lake,0.7213493,0.44173837,0.7593605,0.4753839,0.0012789072
tile_10500_11500.png,Lake,0.52967,0.41899395,0.57800454,0.54671174,0.0061731804
tile_10500_11500.png,Lake,0.64176446,0.24696699,0.7067443,0.2741818,0.0017684153
tile_10500_11500.png,Lake,0.5966441,0.54475254,0.65337145,0.60192484,0.003243233
tile_10500_11500.png,Lake,0.6271252,0.16801034,0.6592452,0.19229652,0.0007800719
tile_10500_11500.png,Lake,0.6428699,0.23857768,0.735424,0.2712323,0.0030223194
tile_10500_11500.png,Lake,0.606826,0.5401922,0.65807104,0.58947045,0.002525266
tile_10500_11500.png,Lake,0.9320346,0.44735536,0.98933727,0.47479898,0.0015725921
tile_10500_11500.png,Lake,0.93941766,0.4535872,0.98089314,0.48579383,0.001335785
tile_10500_12000.png,Lake,0.8525967,0.90532845,0.93662167,0.98927927,0.007053965
tile_10500_12000.png,Lake,0.017374326,0.6028803,0.2287209,0.81150115,0.044091303
tile_10500_12000.png,Lake,0.005719936,0.3992403,0.049244322,0.5066625,0.004675485
tile_10500_12000.png,Lake,0.7206785,0.59092224,0.8108824,0.6764012,0.007710534
tile_10500_12000.png,Lake,0.0024295554,0.52898407,0.04509365,0.6128626,0.0035786012
tile_10500_12000.png,Lake,0.009006915,0.52759874,0.04018481,0.59581923,0.0021269715
tile_10500_12000.png,Lake,0.84003127,0.7736011,0.8749998,0.80713797,0.0011727352
tile_10500_12000.png,Lake,0.04847334,0.61354697,0.11815977,0.65281075,0.0027361528
tile_10500_12000.png,Lake,0.15651609,0.7123872,0.2041084,0.79882425,0.004113739
tile_10500_12000.png,Lake,0.72440207,0.5970207,0.7938609,0.63070816,0.0023398928
tile_10500_12000.png,Lake,0.65449387,0.19108737,0.69486594,0.22096542,0.0012062389
tile_10500_12000.png,Lake,0.6439682,0.18586875,0.68855375,0.21378882,0.0012448309
tile_10500_12000.png,Lake,0.0015454143,0.37682885,0.051913645,0.63899785,0.013204989
tile_10500_12000.png,Lake,0.8229003,0.53737676,0.85689193,0.5734594,0.0012265075
tile_10500_12000.png,Lake,0.12777261,0.67380446,0.1525472,0.6902256,0.00040682685
tile_10500_12000.png,Lake,0.29740703,0.101059906,0.33302802,0.12782387,0.00095335895
tile_10500_12000.png,Lake,0.8443224,0.92438316,0.96473676,0.990572,0.007970084
tile_10500_12000.png,Lake,0.81351596,0.5424832,0.8500255,0.57883716,0.0013272649
tile_10500_12000.png,Lake,0.29120073,0.08948581,0.33285782,0.122729816,0.0013848486
tile_10500_12000.png,Lake,0.005981782,0.5205857,0.03734724,0.57302475,0.0016447743
tile_10500_12000.png,Lake,0.13710992,0.6654798,0.1612009,0.6861415,0.0004977608
tile_10500_12000.png,Lake,0.045964625,0.619338,0.09720122,0.6666429,0.0024237435
tile_10500_12000.png,Lake,0.055506654,0.6098644,0.10320263,0.6501407,0.0019210171
